"";"Nombre.buscado";"Nombre.trivago";"Codigo";"Precio.mb";"Hotel.mb";"link";"Bloque.1";"Bloque.2";"Wifi.lobby";"Wifi.habitacion";"Piscina";"Spa";"Parqueadero";"Mascotas";"Aire.acondicionado";"Restaurante";"Bar";"Gimnasio";"Estrellas";"Puntaje";"Opinion.cualitativa";"cantidad.opiniones";"Latitud";"Longitud"
"702";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"703";"CASA PABLO NEIVA";"Casa Pablo";"2705896";"$96.207";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2705896%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"Booking.com 1756 =96.207 , ZenHotels.com 1756 = 251.906 , ZenHotels.com 1756 = 247.966 , ZenHotels.com 626 = 247.966 , Booking.com 626 = 96.207 , ";"HabitaciÛn Doble - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$96.207
/noche
Mostrar 2 ofertas m·s (incl. Desayuno gratis)
HabitaciÛn Est·ndar (cama doble)
CancelaciÛn gratuita
Desayuno gratis
$247.966
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"True";"True";"False";"False";"True";"True";"True";"True";"False";"False";"2";"7.0";"(";"34";"2.926563";"-75.281441"
"704";"METROPOLITANO NEIVA";"Metropolitano";"3475934";"$105.473";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3475934%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"Booking.com 626 =113.959 , Booking.com 626 = 113.959 , Booking.com 452_CO = 113.959 , Hoteles.com 452_CO = 105.473 , Hoteles.com 626 = 105.473 , ";"HabitaciÛn Doble Deluxe - °Reserva ahora y paga despuÈs! - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Paga en el hotel
Desayuno no incluido
$113.959
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$105.473
/noche
Mostrar 4 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn De lujo (cama doble) (cama matrimonial queen size)
Desayuno gratis
$125.130
/noche
Mostrar 11 ofertas m·s (incl. Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"True";"True";"False";"False";"4";"8.6";"Excelente";"259";"2.926389";"-75.288177"
"705";"AMBALA IBAGUE";"Ambal·";"2813238";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2813238%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"7.8";"Bueno";"29";"2.926389";"-75.288177"
"706";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"707";"ZUHE PAIPA";"Zuhe";"4016976";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=4016976%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"3";"7.5";"Bueno";"31";"2.926389";"-75.288177"
"708";"HOTEL F25";"Hotel F25";"11187930";"$180.075";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=11187930%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"Hoteles.com 626 =150.113 , Booking.com 452_CO = 153.187 , Hoteles.com 452_CO = 150.113 , Hoteles.com 452_CO = 150.113 , Hoteles.com 626 = 150.113 , ";"HabitaciÛn Doble - 2 camas - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$153.187
/noche
Mostrar 2 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (cama matrimonial)
CancelaciÛn gratuita
Desayuno no incluido
$178.170
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita, Paga en el hotel)
HabitaciÛn doble, 1 cama matrimonial
CancelaciÛn gratuita
Desayuno gratis
$150.113
/noche
Mostrar 2 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"False";"False";"False";"False";"False";"False";"False";"False";"False";"False";"3";"8.8";"Excelente";"48";"4.435958";"-75.213211"
"709";"COLONIAL VACACIONAL LOS PIJAOS";"Colonia Vacacional Los Pijaos";"7852710";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=7852710%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"710";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"711";"SEPTIMO CIELO MELGAR";"SÈptimo Cielo";"2813250";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2813250%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"712";"MERLOT BOUTIQUE ZEN NEIVA";"Merlot  Boutique Zen";"2431602";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2431602%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"8.0";"Muy bueno";"16";"4.435958";"-75.213211"
"713";"KAHOBA NEIVA";"Kahoba";"5871738";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=5871738%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"714";"PANTAGORA LIBANO";"Pantagora Centro De Convenciones";"4625530";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=4625530%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"8.2";"Muy bueno";"15";"4.435958";"-75.213211"
"715";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"716";"EL GRAN HOTEL CHIQUINQUIRA";"El Gran Hotel";"3479400";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3479400%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"717";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"718";"CASABLANCA GARZON";"Hoteles Casablanca GarzÛn";"3580318";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3580318%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"719";"SAN MARCOS PAIPA";"San Marcos";"3226950";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3226950%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"3";"8.7";"Excelente";"251";"4.435958";"-75.213211"
"720";"LONDRES PITALITO";"Hotel Londres Plaza";"17491978";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=17491978%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"721";"CASA AMBROSIA villeta";"Casa Ambrosia - Adults Only";"5818264";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=5818264%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"722";"KHALIFA";"Khalifa";"7757262";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=7757262%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"723";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"724";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"725";"HOTEL ZAMBA GIRARDOT";"Hotel Zamba";"2253842";"$179.815";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2253842%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"7.6";"Bueno";"199";"4.435958";"-75.213211"
"726";"IGUAIMA CAMPESTRE IBAGUE";"Iguaima Campestre";"2813010";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2813010%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.435958";"-75.213211"
"727";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"728";"GOLD PLAZA IBAGUE";"Gold Plaza";"2812992";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2812992%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"7.9";"Bueno";"18";"4.435958";"-75.213211"
"729";"MONASTERIO SAN AGUSTIN";"Monasterio San AgustÌn";"6550240";"$434.535";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=6550240%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=&overlayMode=";"Hoteles.com 626 =366.212 , Booking.com 452_CO = 373.702 , Hoteles.com 452_CO = 366.212 , Hoteles.com 452_CO = 366.212 , Hoteles.com 626 = 366.212 , ";"HabitaciÛn Doble - 2 camas - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
$373.702
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$434.535
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn doble est·ndar, 2 camas individuales
CancelaciÛn gratuita
Desayuno gratis
$366.212
/noche
Mostrar 4 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"False";"False";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"8.7";"Excelente";"22";"NA";"NA"
"730";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"731";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"732";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"733";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"734";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"735";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"736";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"737";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"738";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"739";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"740";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"741";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"742";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"743";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"744";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"745";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"746";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"747";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"748";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"749";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"750";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"751";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"752";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"753";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"754";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"755";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"756";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"757";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"758";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"759";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"760";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"761";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"762";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"763";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
